rowname,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,GENEID,SYMBOL
ENSG00000254568.1,24.799136533307994,1.253863006866198,0.59554320491432855,3.709702100785312,2.0750326041796553e-4,7.746443412610833e-4,ENSG00000254568,RP11-664I21.5
ENSG00000254614.2,631.171600537229,1.376685475882721,0.37321410547029304,3.690470781941699,2.2383939962188185e-4,8.317642770108379e-4,ENSG00000254614,AP003068.23
ENSG00000254639.1,114.29861097943787,1.050557561986432,0.6142503851741413,2.011377823377639,0.04428556394852215,0.09437529854235498,ENSG00000254639,CTD-2589M5.5
ENSG00000254641.1,20604.651331235953,1.725896089905748,0.1748230774219725,9.872441671001292,5.48138042289733e-23,1.1047967126542268e-21,ENSG00000254641,RP11-732A19.2
ENSG00000254656.1,183.78157464583032,-1.6595984109675603,0.543579838708607,-3.04102430822381,0.0023577479509436024,0.00714352079267494,ENSG00000254656,RTL1
ENSG00000254663.1,27.63762745588405,-1.3603414879604634,0.5729002994002909,-3.839521705257031,1.232742313213371e-4,4.7924042612136825e-4,ENSG00000254663,OR4A11P
ENSG00000254665.1,6768.176197432976,1.8991235142983132,0.16702578232561296,11.36997081437154,5.900731577486537e-30,1.6928109213670872e-28,ENSG00000254665,RP11-152H18.3
ENSG00000254680.1,3506.4613354177327,6.188094964025007,0.27546697925945135,22.303989022720874,3.379879286846675e-110,9.679386472435513e-108,ENSG00000254680,RP11-265D17.2
ENSG00000254693.1,3963.0805073651577,3.1013778158159258,0.40381912183565705,7.701433966257488,1.3454770039918231e-14,1.562480241518572e-13,ENSG00000254693,RP11-58K22.5
ENSG00000254702.1,608.1050957310675,1.929868569553597,0.37815422335800747,5.106030612783536,3.2899641517953696e-7,1.8652380680879446e-6,ENSG00000254702,CTD-2651C21.3
ENSG00000254706.2,5367.81099295966,-1.9936631337617612,0.16526002288988037,-12.063156304663446,1.6532336336975004e-33,5.630568406638415e-32,ENSG00000254706,RP11-565P22.6
ENSG00000254726.2,106212.3002148694,-1.2846721979290516,0.1686053099999042,-7.619243186211103,2.5516733511682682e-14,2.9068422742087775e-13,ENSG00000254726,MEX3A
ENSG00000254731.1,81.38542816924846,1.5674031136185878,0.6264881848467287,3.1115592515610926,0.001861021228955732,0.0057870713959426,ENSG00000254731,CTD-2005H7.1
ENSG00000254740.2,153.53960760092548,-1.425453619947691,0.6201576064731427,-2.4127404493888185,0.015833090074264748,0.03897212171194583,ENSG00000254740,RP11-334E6.3
ENSG00000254756.1,2170.378434614316,2.6642986733057556,0.29204131982891657,9.123771188876626,7.255465092408777e-20,1.2197625694404831e-18,ENSG00000254756,RP11-867G23.12
ENSG00000254851.1,9758.350330924075,1.840380776406798,0.22920619859996463,8.030048217699502,9.743436471304882e-16,1.2427975861578427e-14,ENSG00000254851,RP11-109L13.1
ENSG00000254860.5,342.8613310229301,1.2589336283368944,0.4955885217082148,2.5480169346775847,0.010833721184422943,0.027900983225507135,ENSG00000254860,TMEM9B-AS1
ENSG00000254872.3,1668.3055799763624,-1.925349464906818,0.625401017974024,-3.4168355755357522,6.335353049223121e-4,0.0021713863807171843,ENSG00000254872,RP13-870H17.3
ENSG00000254893.5,147248.5076996802,1.3165830095126982,0.1291584474839255,10.193613946702172,2.117432565550897e-24,4.621307098333548e-23,ENSG00000254893,AC113404.1
ENSG00000254894.1,774.1805398894846,8.051815318511125,0.4929398697283341,10.209099070928575,1.8053327833208704e-24,3.9479966723698236e-23,ENSG00000254894,NAV2-AS1
ENSG00000254902.1,576.5093322586372,1.5731947031615472,0.5286951889909188,2.9966519322873975,0.002729621801967963,0.00817397385215611,ENSG00000254902,ANO1-AS1
ENSG00000254913.1,179.70895492380063,1.154489484616975,0.5827332566042155,2.0030774805441642,0.04516897271014258,0.0958501898992162,ENSG00000254913,RP4-791M13.5
ENSG00000254928.1,11802.457456646553,-2.759418943347983,0.18088962854547885,-15.25337035311612,1.5634996057730947e-52,1.0772446865383075e-50,ENSG00000254928,RP11-702H23.6
ENSG00000254943.1,64.08999360642183,2.1641120318630085,0.629925926383221,5.188620201987369,2.1185799002081404e-7,1.2318734186697546e-6,ENSG00000254943,RP11-664I21.6
ENSG00000254948.1,83.52516377022803,1.0467682868196369,0.610697282040338,2.0475857723649806,0.040600604611186475,0.08771584310317602,ENSG00000254948,OR7E158P
ENSG00000254963.1,1671.9253968851222,1.0486145752044622,0.3103487966015083,3.3793843939425017,7.264835395020159e-4,0.0024562169068842407,ENSG00000254963,CTD-2562J17.9
ENSG00000254964.1,513.444396774267,1.3127001585288598,0.4820676905023662,2.730773642001685,0.006318585345014867,0.017303865770224483,ENSG00000254964,RP11-831H9.3
ENSG00000255091.1,190.7415382415296,-1.7022456859272024,0.5391235946267765,-3.1456070065465487,0.0016574255127340797,0.005216020242368292,ENSG00000255091,RP11-495O11.1
ENSG00000255114.1,55858.91147072222,1.1023210077453156,0.10574136125244488,10.424698585407679,1.9126480060844335e-25,4.36226796623163e-24,ENSG00000255114,RP11-110I1.6
ENSG00000255118.1,523.5614249308843,-1.33576832587454,0.34725569974543524,-3.8447179825928,1.2069115920368976e-4,4.701174023908124e-4,ENSG00000255118,RP11-703H8.7
ENSG00000255126.1,1875.0043874304215,-1.50426119748301,0.3390840034230348,-4.434139829717381,9.24406172231592e-6,4.3000554909993296e-5,ENSG00000255126,CTD-2531D15.5
ENSG00000255147.1,60.255371959912054,1.058640096631691,0.6238324625034629,1.8848873473231442,0.059445048708640626,0.11958650283305301,ENSG00000255147,RP11-655M14.4
ENSG00000255176.1,355.059923782285,1.2497319438953343,0.4236190541536578,2.952647547067021,0.003150614622004325,0.009287714103212536,ENSG00000255176,AP002954.3
ENSG00000255197.5,650.204402600739,1.6597434279146737,0.5147923880431113,3.2439661544699128,0.0011787775206507749,0.0038210491008969115,ENSG00000255197,RP11-750H9.5
ENSG00000255201.1,2974.938005430575,1.3306987788477669,0.2393289809486815,5.560363694589249,2.6921304019785288e-8,1.7463585317857172e-7,ENSG00000255201,RP11-350N15.4
ENSG00000255202.1,1032.231036522238,2.6672892048600234,0.5660611018651206,4.8484665384153836,1.2441951255324535e-6,6.521776581933124e-6,ENSG00000255202,RP4-541C22.5
ENSG00000255226.1,94.29473884823001,-3.5108747857431606,0.6307972538753165,-6.573962070515517,4.899371703637513e-11,4.300530588688642e-10,ENSG00000255226,CTD-2210P24.3
ENSG00000255248.7,33034.11780009999,3.204409162716907,0.250174500991248,12.812080416865216,1.4032126710038598e-37,5.554495926303019e-36,ENSG00000255248,MIR100HG
ENSG00000255282.6,99108.67659114675,1.753891055034354,0.15328520055732753,11.442203002722659,2.5726866367223055e-30,7.511423909025923e-29,ENSG00000255282,WTAPP1
ENSG00000255291.2,6200.503193889047,-1.0522133750996445,0.15659197662438537,-6.719365230448077,1.8251790417797484e-11,1.6641873356028302e-10,ENSG00000255291,RP11-701I24.1
ENSG00000255301.1,1138.2951080128214,-2.3413322054853354,0.3395247053396509,-6.890172517449017,5.572476728775577e-12,5.2888745990056156e-11,ENSG00000255301,RP11-624G17.3
ENSG00000255311.5,597.4538329916302,-1.4601546971988681,0.41271572224958464,-3.53414946332797,4.090896727656906e-4,0.0014552775202922072,ENSG00000255311,RP11-160H12.2
ENSG00000255343.1,2002.031106575906,1.9310464132608545,0.29194657364596377,6.61541238400719,3.7051738507967684e-11,3.287343631523189e-10,ENSG00000255343,RP11-299M14.2
ENSG00000255353.1,1881.87036984944,3.0767013707030877,0.3984997327006265,7.737542311478187,1.0135695685230487e-14,1.1900499169247088e-13,ENSG00000255353,RP11-382M14.1
ENSG00000255398.2,258.21257407193207,-1.789228892406381,0.6286762165973033,-2.993373913680108,0.0027591148757004674,0.008251787987315583,ENSG00000255398,HCAR3
ENSG00000255402.1,117.11230926074833,-1.6860902735560908,0.6232067680986022,-2.9106331659533655,0.0036069722471453315,0.010480512781788387,ENSG00000255402,RP11-696P8.2
ENSG00000255438.2,401.34477933800525,2.90227912154764,0.5900888354751036,5.177754183367343,2.2457285873315442e-7,1.2996103548616602e-6,ENSG00000255438,CTD-2653D5.1
ENSG00000255443.1,29596.736484946003,5.820246063700878,0.42401301165824906,13.858652979825827,1.1277066825948351e-43,5.55986405457759e-42,ENSG00000255443,RP1-68D18.4
ENSG00000255449.1,2749.2394831200745,1.2034929983439484,0.26450593509291126,4.550419027024405,5.353918783521885e-6,2.5756056268844543e-5,ENSG00000255449,RP11-91P24.6
ENSG00000255471.1,3541.1829651184235,-1.6317157283149804,0.24290988110924566,-6.716431483141884,1.862288129069071e-11,1.695675898334553e-10,ENSG00000255471,RP11-736K20.5
ENSG00000255476.1,58.2345023742593,1.2970324760912988,0.6160348968696393,2.69671157544585,0.007002789561006027,0.01894601753077898,ENSG00000255476,RP11-1H15.2
ENSG00000255495.1,2287.1117165649202,1.4178198241880622,0.38687075211707045,3.6682284282373474,2.4423693109109577e-4,9.023669607980871e-4,ENSG00000255495,AC145124.2
ENSG00000255500.2,1833.2704829843055,-1.0722022923728434,0.2496092929777198,-4.295143041608738,1.7458073398585212e-5,7.785567898564731e-5,ENSG00000255500,RP11-347H15.2
ENSG00000255521.1,122.87562766463067,3.8161560105666625,0.6146940967060254,6.693667320178053,2.176459108533732e-11,1.966515892467762e-10,ENSG00000255521,RP4-607I7.1
ENSG00000255522.1,369.8619096017245,-1.5881723500756457,0.3686311964109436,-4.305046272914652,1.6695083534883775e-5,7.468566709289082e-5,ENSG00000255522,SNRPCP5
ENSG00000255562.2,145.53071283666557,1.1562243199197997,0.6159598754712761,2.270308405171529,0.023188877442343603,0.054392310670509654,ENSG00000255562,UNC93B6
ENSG00000255569.1,66.89395205184776,-2.9845288200936646,0.6309037302354621,-5.933519895614304,2.9650805013389924e-9,2.151398132432218e-8,ENSG00000255569,TRAV1-1
ENSG00000255571.7,2880.9864867376336,-2.698316539742749,0.3691444684345247,-7.3013851929699944,2.8482005120238424e-13,3.000724109500743e-12,ENSG00000255571,MIR9-3HG
ENSG00000255621.1,231.49982406850847,-1.9956591059676472,0.5564030390629896,-3.569794452005421,3.572614437165198e-4,0.0012831023323184147,ENSG00000255621,RP11-377D9.3
ENSG00000255629.1,1785.18662642037,1.7132434925731297,0.2535760222068051,6.756467945807334,1.4139624413371876e-11,1.3018573956667302e-10,ENSG00000255629,RP11-196H14.3
ENSG00000255655.1,80.43759364876725,1.0765782588402883,0.6145581420854603,2.0646511547169877,0.03895601935001381,0.08500480628591764,ENSG00000255655,RP11-256L11.3
ENSG00000255663.1,24439.023170831406,1.1157425385785729,0.10916468455452569,10.220707572955119,1.6016744202731293e-24,3.511953752148818e-23,ENSG00000255663,RP11-212D19.4
